recipeid,env_score,nutri_score,meal_score,name,ingredients,instructions,category,images
99004,206.2564084,66.05396187,70,Gombás árpa leves,"víz,bes?rített marhahús alaplé, marha combsteak, hagyma, friss gombák, répa, kockára vágott paradicsom, fekete bors, gyorsfőzés? árpa","Egy lábasban keverd össze az összes hozzávalót, KIVéVE az árpát; fedd le, és forrald felőmagas h?fokon, majd csökkentsd a h?fokot alacsonyra, és párold lefedve 20 percig, néha megkeverve.

Add hozzá az árpát, és párold további 15-20 percig, vagy amí­g az árpa megpuhul.",Alacsony koleszterin,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/99/00/4/picFysGbe.jpg"
153072,241.2372366,51.01056679,75,Alacsony szénhidráttartalmú töltött húspogácsa,"sovány marhahús, darált sertéshús, zöld paprika, vöröshagyma, fokhagyma gerezdek, kakukkf?, fekete bors, tojások, ketchup, cheddar sajt, friss spenót, mozzarelőa sajt","Egy tálban keverd össze az összes hozzávalót, kivéve a mozzarelőát és a spenótot. Egy darab viaszpapí­ron vagy m?anyag fólián terí­tsd szét a húskeveréket, Helyezd rá a spenótot, nyomkodd kissé belő, majd Szórd meg mozzarelőával, és tekerd felősegí­tségül véve a viaszpapí­rt vagy m?anyag fóliát, hogy szorosan felőekerhesd.

Helyezd egy sütőedénybe, és süsd 180 fokon 1-1 1/4 órán keresztül. Vedd ki a sütőből, és hagyd pihenni 10 percig, mielőtt felőzelőtelőéd.

Tálald egy kevert salátával.",Sertés,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/30/72/picxCGdgZ.jpg"
466809,214.1132668,62.57439115,70,Lauren mexikói töltött piros paprikái,"piros kaliforniai paprika, paradicsom, darált marhahús, só, vöröshagyma, friss fokhagyma gerezdek, kömény, chilipor, tojás, f?tt rizs, monterey jack sajt, víz","Melegí­tsd elő a sütőt 180 fokra és kezdd előfőzni a rizst (2 csésze leszfőzés után). Helyezd előa paradicsom szelőteket egy nagy, sekély sütőedény alján; nagyon enyhén Szórd meg sóval. Mossd meg a paprikákat, vágd ?ket félbe hosszanti irányban, és távolí­tsd előa magokat. Helyezd a fél paprikákat a sütőedénybe úgy, hogy mindegyik egy paradicsom szelőtre kerüljön; nagyon enyhén Szórd meg sóval. Süsd meg a darált húst közepes-magas h?fokon 1 tk sóval, hagymával és fokhagymával; távolí­tsd előa zsí­rt; adj hozzá köményt és chili porot. Süsd meg a tojást (felőerve). Keverd össze a megf?tt tojást, megf?tt rizst, sajtot és darált hús keveréket; kanalazd belő mindegyik paprika félbe. (Opcionális: adj hozzá egy pluszáréteg sajtot a tetejére.) H?tsd le, amí­g előészülsz a sütésre (2 napon belől). Amikor előészülsz a sütésre, önts az aljára 1/2 csésze vizet a sütőedényben (ne öntsd közvetlenül a paradicsomra vagy paprikára), majd fedd le szorosan az egész edényt alumí­nium fóliával. Süsd lefedve 180 fokon kb. 40 percig, vagy amí­g átmelőgszik és a sajt megolvad.",Zöldség,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/68/09/pic2p9BTr.jpg"
17357,240.7902526,69.00036482,50,Zsötyög?s disznóhús pástétom,"Darált marhahús, darált sertéshús, kolbász, víz, zabpehelő, vágott zabpehelő, hagyma, babérlevél, só, bors","Egy nagy lábasban forralj vizet, majd add hozzá az zabpelőhet, sót és borsot - forrald le, fedd le, ésfőzd két órán keresztül. Adj hozzá húst, hagymát, f?száreket, fedd le, ésfőzd még egy órán keresztül.öntsd egy tálba/tálakba, hagyd kih?lni, majd tedd h?t?be. Borí­tsd ki, szelőtelő felő majd süsd meg barnára kevés vajban vagy olajban.",Sertés,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/35/7/kRzqHIM1RdC7yxJPpfxE-homemade-goetta.jpg"
537520,235.3929099,70.40946097,50,Utánzat Chipotle Carnitas ropogós tacojai,"víz, friss kakukkf? ágacskák, babérlevelők, kóser só, egész fekete borskörmök","1. Egy sajtszövet négyzetévelőkészí­ts egy f?szárcsomagot: Helyezd a kakukkf?ágakat, borókabogyót, babérlevelőt és fekete borsot a szövet közepére, majd kösd össze konyhakötéllelő, Egy lassúfőz?edényben, alacsony h?fokon Helyezd előa sertéspörköltöt az alján. 2. Adj hozzá vizet, a f?száres csomagot és sót., Fedd le és állí­tsd be 10 órára. 3. Lehet, hogy 12 óra is szükséges, a carnitas akkor lesz kész, amikor a sertéshús könnyen széthúzható egy villával., Egy nagy lyukú kanállal vagy fogóval tedd át a sertéshúst egy nagy tálba (afőz?léket tedd félre kés?bbi felőasználásra. 4. Hagyd pihenni a húst, letakarva, kb. 10 percig., 
Melegí­tsd felőa taco héjat a gyártó utasí­tásai szárint, és készí­tsd elő a kedvenc felőéteket., Szaggasd szét a sertéshúst két villával vagy fogóval, a felősleges zsí­rt előobva. 5. Kóstold meg afőz?levet. 6. (ha túl sós, hí­gí­tsd felőforró ví­zzelő 7. Nedvesí­tsd meg a carnitast 1 csészefőz?lévelő a többit kés?bbi felőasználásra tartogasd., Rakd össze a tacókat:, Töltsd meg a tacó héjakat a Copycat Chipotle Carnitassal és a kí­vánt felőétekkel",Mexikói,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/75/20/XlJNfa6cRBaLWZ855rAd_chipotle_carnitas_crispy_tacos_02.jpg"
30675,236.6049069,49.10723091,75,Tekerg?s húspogácsa,"Darált sertéshús, darált pulykahús, víz, zabpehelő, tojás, fokhagyma, kakukkf?, bazsalikom, petrezselőem, mozzarelőa sajt","Keverd össze a húsféléket, leveskeveréket, vizet, zabpelőhet, tojást, steak szószt és f?száreket egy nagy tálban. üsd ki a húskeveréket egy téglalap alakúra. A hús legyen kb. 1/2 hüvelők vastag. Fektesd le a bébispenót levelőket a húsra, úgy hogy átfedjenek, és egy masszí­v réteget alkossanak. Szórd rá a spenótra az összes sajtot, kivéve a maradék 1/2 csészényit. Vigyázzával tekerd felőa húst. Ez lehet kicsit trükkös, de miután az elő? tekerés megtörtént, könnyebb lesz. Miután felőekerted, csí­pd össze a végét, hogy lezáródjon, majd Helyezd egy sütőlapra. Szórd rá a maradék sajtot és a félretett petrezselőmet. Süsd 350 fokon 45-55 percig. Hagyd pihenni öt percig, mielőtt felőzelőtelőéd.",Hús,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/67/5/piceBB6dR.jpg"
240689,210.0029634,51.33740467,80,F?rgécske csili,"sovány marhahús, vöröshagyma, friss gombák, zöld paprika, fokhagyma gerezd, víz, kockázott paradicsom zöld chilivelő nagy észak-bab, fekete bab, pinto bab, cheddar sajt","Egy nagy lábasban süsd meg a marhahúst és a hagymát közepes lángon, amí­g már nincs rózsaszí­n szí­n?. Adj hozzá gombát, paprikát és fokhagymát,főzd és keverd 3 percig, amí­g a zöldségek majdnem puhaak. Keverd hozzá a vizet, paradicsomot és taco f?szárt. Forrald felő csökkentsd a h?t, ésfőzd lassú t?zön, lefedve, 30 percig. Adj hozzá babot, ésfőzd további 30 percig. Tálaláskor Szórd meg sajttal.",Hüvelőesek,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/06/89/picVi7elő.jpg"
317310,219.8890018,60.43762248,65,F?száres marhahús rizzsel,"sovány marhahús, vöröshagyma, zöld paprika, f?tt rizs, egész szem? kukorica, mexikói stĂ­lusú paradicsomok, kockázott paradicsomok, chili por, fokhagymapor, só, Velőeeta sajt, dió, pekán dió, margarin","1. Egy nagy serpenyőben süsd meg a marhahúst, a hagymát és a zöld paprikát közepes lángon, amí­g a hús már nem rózsaszí­n. 2. Jól csöpögtesd le., Adj hozzá rizst, kukoricát, bef?tt paradicsomot, kockázott paradicsomot, chili paprikát, fokhagyma port és sót, majd forrald felő 3. Vedd le a t?zr?l., Keverd hozzá a Velőeetta sajtot, amí­g előlvad. 4. Kanalazd a kikent 9x13-as sütőedénybe., Keverd össze a kekszmorzsát, diót és olvasztott margarint, majd Szórd rá a tetejére a casserole-nak., Süsd 350 fokon 25 percig fedetlenül, vagy amí­g a casserole forró és buborékos lesz..",Egytálétel,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/73/10/piczPtelő.jpg"
227817,235.0898619,59.64945706,60,Babmentes csili,"sertéshurka, sovány darált marhahús, kockára vágott paradicsom, hagyma, zöld paprika, zeller, zúzott fokhagymagerezdek, só, chili por, ?rölt csĂ­p?s paprika, paradicsompüré, ?rölt paradicsom","Süssd meg a darált marhahúst és kolbászt., Szórd le a zsí­rt., Amikor telőesen átsült, tedd át a lassúfőz?be., Keverd hozzá a maradék hozzávalókat., Fedd le ésfőzd alacsony fokozaton 8-10 órán keresztül., Szórd meg reszelő sajttal és tejföllelő",Sertés,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/78/17/SHJpkVH1TcSBCGRNDpGg-My_turkey_chili_is_coming_along_quite_nicelő_chili"
378132,227.0500312,65.80243102,55,George bácsi koktélhúsgombócai,"Darált marhahús, reggelőz? kolbász, vöröshagyma, parmezán sajt, petrezselőem, tojás, só, bors, ketchup, száraz sherry, szárĂ­tott oregánó","Keverd össze az elő? kilenc húsgombóc hozzávalót alaposan, majd hagyd pihenni a h?t?ben legalább 30 percig. Görgetd gombóc alakúra (kisebbeket koktélhoz, közepes-nagyokat f?ételőkhez). Melegí­ts olajat serpenyőben közepes lángon, kevergetve pirí­tsd meg minden oldalukon. Pirí­tsd ?ket adagonként, hogy ne legyen zsúfolt a serpenyő, és ne párologjanak. A kisebb húsgombócok kb. 10 perc alatt előészülnek (a nagyobbak nyilvánvalóan kicsit tovább fognak tartani). A húsgombócokat meg is pirí­thatod olajozott tepsiben 180 fokos sütőben, minden öt percenként megfordí­tva, amí­g megpirulnak és átsülnek (kb. 20 perc). 

A szószhoz. Keverd össze a ketchupot, a sherryt és az oreganót, majd öntsd a megpirí­tott húsgombócokra. Melegí­tsd, amí­g a szósz bugyog, és a húsgombócok átmelőgszenek. Tálald egy könny? melegí­t?s tálban (vagy lassúfőz?ben koktélpartira fogpiszkálókkal). A szószban lév? húsgombócokat lefagyaszthatod, majd egyszár?en felőelegí­theted mikrohullámú sütőben vagy t?zhelően.",Hús,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/81/32/picJMx3yB.jpg"
516530,229.4141279,48.72937149,75,Olasz kolbászos és marhahúsos rizses tál,"enyhe olasz kolbász, zöld paprika, fokhagyma gerezdek, extra sz?z olĂ­vaolaj, Worcestershire szósz, szójaszósz, hagymapor, paradicsomok, marhahús alaplé, frissen ?rölt fekete bors, tengeri só","1. Egy nagy serpenyőben melegí­ts olajat. 2. Adj hozzá mindkét apróra kockázott hagymát és zöld paprikát, valamint a zúzott fokhagymát, és az összes só és bors felőt, majd pirí­tsd, amí­g a hagymák és paprikák puha nem lesznek.
Add mindkét olasz kolbászt és darált marhahúst, és pirí­tsd, amí­g nincs több rózsaszí­n. 3. Mí­g a hús pirul,főzd meg a rizst a csomagoláson lév? utasí­tások szárint.
öntsd le a felősleges zsí­r nagy részét, de ne az összeset. 4. Adj hozzá a darabos paradicsomot, marhahús alaplevet, Worcestershire szószt és szójaszószt, valamint a maradék sót és borsot. 5. Forrald felő majdfőzd 10-15 percig.
Az ételőfelőt tedd egy zacskóba, és tedd fagyasztóba kés?bbi felőasználás céljából. 6.öntsd a rizst egy nagy tálba, majd öntsd rá a maradék húskeveréket. Jól keverd össze, majd tálald.",Rizs,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/submissions/recipe/41375280/2XI3NLzTaGjqIVjEtC7O_sweet%20potato%20strips%2C%20ham%20steaks%2C%20beef%20-sausage%20rice%2C%20blueberry%20006.JPG"
424954,211.1022396,65.66389933,60,Gluténmentes Ramen-stĂ­lusú Tésztaleves,"csirkehús, marhahús alaplé kocka, víz, petrezselőem, cayenne bors, tojás","1. Helyezd a tésztát, a leveskockákat és a vizet egy kisebb lábasba. 2. Forrald felő 3. Ha használsz zöldségeket, add hozzájuk.,főzd körülbelől 3 percig, amí­g a tészta puha lesz., Ha száretnéd, adj hozzá cayenne borsot a leves f?száresebbé tételő érdekében., Ha száretnéd, törj egy tojást a levesbe, és gyorsan keverd össze. 4.főzd csak egy-két percig, amí­g a tojás megf?., Egy ételőé alakí­táshoz - adj hozzá maradék csirkét, marhahúst vagy garnélát.",Tiszta leves,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/49/54/pict9YfgJ.jpg"
396714,252.6459576,69.5697624,40,észak-horvát Sűlt Kacsa,"kacsa, só, majoránna","1. Tisztí­tsd meg a kacsát, és sózd be csak belőlr?l 2-3 órával a sütés előtt. 2. Adj hozzá egy ev?kanál majoránnát a kacsa belőejébe, hogy befedje a húsát.
3. Melegí­tsd elő a sütőt 250 fokra. Ha van előg zsí­r a kacsa belőejében, távolí­tsd előezt a zsí­rt, és külön kis lábosban olvaszd felő adj hozzá disznózsí­rt. Melegí­tsd felőa disznózsí­rt, és öntsd a kacsa bőrére (ezzelőbecsukjuk a pórusokat a bőrön).
4. Azonnal tedd a kacsát a forró sütőbe, süsd 20 percig 250 fokon, majd csökkentsd a h?fokot 180 fokra. Az utolsó 20 percben süsd 200 fokon.
5. Egy 2500 g-os kacsa kb. 120 percig sül.
6. Kezdd előszelőtelői a kacsát 15 perces pihenés után. Használd ezt az id?t a zsí­rcseppek előávolí­tására, amire szükséged lesz a mlincihez.",Egész kacsa,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/67/14/picqgps9N.jpg"
61858,206.5036187,69.61016817,55,Pam rokona taco salátája,"Darált marhahús, vörös bab, fekete olĂ­vabogyók, er?s cheddar sajt, sz?l?paradicsomok","Süssd meg a darált húst egy serpenyőben, Szórd le, majd adj hozzá taco f?szárkeveréket és annyi vizet, amennyit a csomagon javasolnak.főzd meg a húst a taco f?szárkeverék csomagjának utasí­tásai szárint, majd tedd h?t?be (általában előz? nap csinálom, amikor tervezem a saláta előészí­tését). Tegyél salátát egy nagy tálba, majd add hozzá a húst, babot, olí­vabogyót és sajtot, majd alaposan keverd össze. Pont azelőtt, hogy tálalnád, add hozzá a paradicsomkockákat és összetört Doritos-t, majd keverd össze.öntsd rá az öntetet, keverd össze az egészet még egyszár, majd tálald.",Ebéd/Prémium,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/61/85/8/piclEhbFk.jpg"
